"id";"data_criacao";"semente";"data_encerramento";"data_parou_comprar";"dias_sem_compra"
2609;"2021-03-31";73;;;
2610;"2022-02-21";30;;;
2611;"2018-08-21";59;;;
2612;"2022-06-29";11;;"2021-12-18";367
2613;"2022-10-21";68;;;
2614;"2020-02-28";56;;;
2615;"2019-11-30";39;;;
2616;"2022-09-09";92;;;
2617;"2018-11-14";19;;"2022-05-20";214
2618;"2021-01-30";42;;;
2619;"2020-05-24";93;;;
2620;"2020-02-27";48;;;
2621;"2020-11-03";16;;"2022-09-13";98
2622;"2018-03-25";4;"2022-09-19";"2021-09-30";354
2623;"2021-07-18";86;;;
2624;"2022-02-15";92;;;
2625;"2019-06-25";76;;;
2626;"2021-02-21";85;;;
2627;"2018-02-24";72;;;
2628;"2019-11-26";20;;"2022-10-07";74
2629;"2022-10-13";44;;;
2630;"2018-04-26";99;;;
2631;"2020-08-26";71;;;
2632;"2021-08-11";5;"2022-10-13";"2022-01-29";257
2633;"2020-06-25";10;;"2022-02-10";313
2634;"2021-07-27";25;;"2021-11-04";411
2635;"2018-03-29";29;;;
2636;"2018-04-01";94;;;
2637;"2019-02-21";63;;;
2638;"2018-10-10";60;;;
2639;"2019-07-19";89;;;
2640;"2022-05-03";4;"2022-09-18";"2022-02-07";223
2641;"2022-11-12";23;;"2022-06-28";175
2642;"2020-02-18";67;;;
2643;"2021-11-11";41;;;
2644;"2022-09-13";22;;"2022-07-27";146
2645;"2022-03-30";66;;;
2646;"2018-10-22";44;;;
2647;"2022-06-04";8;;"2022-03-02";293
2648;"2018-02-22";6;;"2022-06-26";177
2649;"2021-11-03";99;;;
2650;"2019-11-08";5;"2022-08-12";"2021-10-05";311
2651;"2020-04-01";44;;;
2652;"2019-09-18";19;;"2022-07-18";155
2653;"2020-01-13";42;;;
2654;"2018-10-30";47;;;
2655;"2018-11-15";38;;;
2656;"2021-06-18";24;;"2022-10-03";78
2657;"2021-12-02";15;;"2021-12-29";356
2658;"2018-12-22";48;;;
2659;"2018-05-26";42;;;
2660;"2021-09-25";15;;"2022-04-09";255
2661;"2019-03-29";13;;"2022-04-11";253
2662;"2021-01-01";26;;;
2663;"2020-05-18";46;;;
2664;"2021-09-03";3;"2022-11-17";"2022-04-22";209
2665;"2019-08-09";50;;;
2666;"2020-07-27";59;;;
2667;"2021-11-15";5;"2022-10-16";"2022-01-06";283
2668;"2020-09-10";2;"2022-09-10";"2022-01-28";225
2669;"2021-04-17";20;;"2022-08-27";115
2670;"2018-06-14";5;"2022-11-06";"2021-12-30";311
2671;"2020-01-24";47;;;
2672;"2021-03-11";88;;;
2673;"2020-07-14";44;;;
2674;"2018-12-16";13;;"2022-08-31";111
2675;"2020-12-04";71;;;
2676;"2019-10-23";25;;"2022-02-22";301
2677;"2019-09-19";41;;;
2678;"2020-05-19";30;;;
2679;"2019-11-27";45;;;
2680;"2018-08-04";42;;;
2681;"2022-03-09";36;;;
2682;"2022-02-08";27;;;
2683;"2020-04-03";90;;;
2684;"2019-04-02";61;;;
2685;"2022-11-19";28;;;
2686;"2021-01-28";3;"2022-11-25";"2022-01-29";300
2687;"2022-08-31";46;;;
2688;"2021-11-01";79;;;
2689;"2022-01-01";43;;;
2690;"2018-02-05";1;"2022-09-08";"2022-01-26";225
2691;"2020-08-08";72;;;
2692;"2018-04-11";50;;;
2693;"2021-01-18";9;;"2022-07-20";153
2694;"2022-12-07";51;;;
2695;"2021-11-24";72;;;
2696;"2022-08-09";24;;"2022-05-22";212
2697;"2020-07-14";77;;;
2698;"2020-10-21";69;;;
2699;"2020-05-01";97;;;
2700;"2018-11-11";22;;"2022-10-07";74
2701;"2021-03-17";39;;;
2702;"2022-05-07";68;;;
2703;"2022-01-02";95;;;
2704;"2018-10-10";50;;;
2705;"2018-05-04";41;;;
2706;"2019-12-18";70;;;
2707;"2020-07-14";67;;;
2708;"2020-01-02";78;;;
2709;"2022-04-17";60;;;
2710;"2022-05-22";78;;;
2711;"2020-07-18";80;;;
2712;"2021-07-06";61;;;
2713;"2021-07-12";97;;;
2714;"2022-10-01";67;;;
2715;"2022-09-18";87;;;
2716;"2021-06-11";85;;;
2717;"2020-11-10";75;;;
2718;"2022-05-30";8;;"2022-09-17";94
2719;"2020-04-24";57;;;
2720;"2019-11-23";63;;;
2721;"2022-06-17";60;;;
2722;"2022-11-13";83;;;
2723;"2020-02-13";84;;;
2724;"2020-07-16";84;;;
2725;"2022-11-01";79;;;
2726;"2019-01-19";16;;"2022-08-22";120
2727;"2020-03-06";85;;;
2728;"2020-05-27";94;;;
2729;"2021-10-21";73;;;
2730;"2022-06-18";84;;;
2731;"2021-03-19";9;;"2022-10-30";51
2732;"2020-01-17";17;;"2022-07-28";145
2733;"2021-11-03";74;;;
2734;"2020-04-01";97;;;
2735;"2020-10-08";81;;;
2736;"2022-02-16";73;;;
2737;"2022-02-28";86;;;
2738;"2018-05-04";90;;;
2739;"2019-03-02";54;;;
2740;"2021-06-27";37;;;
2741;"2022-09-04";86;;;
2742;"2021-08-29";67;;;
2743;"2020-01-13";74;;;
2744;"2021-03-28";63;;;
2745;"2021-06-11";98;;;
2746;"2019-10-12";18;;"2021-12-08";377
2747;"2019-09-18";48;;;
2748;"2019-05-03";64;;;
2749;"2019-03-22";42;;;
2750;"2021-12-23";51;;;
2751;"2021-03-06";28;;;
2752;"2018-09-17";31;;;
2753;"2021-11-16";47;;;
2754;"2018-05-01";57;;;
2755;"2021-03-15";89;;;
2756;"2021-09-28";91;;;
2757;"2019-05-01";85;;;
2758;"2018-06-01";85;;;
2759;"2019-03-06";36;;;
2760;"2018-03-03";24;;"2022-04-03";261
2761;"2022-10-29";34;;;
2762;"2022-05-05";11;;"2022-04-04";260
2763;"2020-02-29";79;;;
2764;"2021-09-13";16;;"2022-03-25";270
2765;"2019-08-17";44;;;
2766;"2022-11-19";94;;;
2767;"2020-11-10";35;;;
2768;"2018-10-26";3;"2022-10-20";"2022-02-19";243
2769;"2018-04-03";22;;"2022-06-07";196
2770;"2021-12-23";7;;"2022-08-08";134
2771;"2022-04-04";32;;;
2772;"2022-11-18";75;;;
2773;"2020-09-02";48;;;
2774;"2019-04-28";89;;;
2775;"2021-02-24";48;;;
2776;"2019-02-23";7;;"2021-12-15";370
2777;"2021-01-18";23;;"2022-05-15";219
2778;"2022-10-25";66;;;
2779;"2020-06-06";46;;;
2780;"2022-03-22";80;;;
2781;"2021-10-28";15;;"2022-08-23";119
2782;"2018-08-23";36;;;
2783;"2022-11-19";74;;;
2784;"2020-09-24";55;;;
2785;"2018-12-03";75;;;
2786;"2021-02-13";81;;;
2787;"2019-07-05";42;;;
2788;"2020-03-14";21;;"2022-03-16";279
2789;"2021-06-26";89;;;
2790;"2020-08-19";93;;;
2791;"2020-04-27";17;;"2022-08-21";121
2792;"2021-05-06";83;;;
2793;"2020-01-03";75;;;
2794;"2022-06-07";77;;;
2795;"2020-01-29";10;;"2021-11-12";403
2796;"2021-07-31";46;;;
2797;"2022-05-08";70;;;
2798;"2022-11-21";4;"2022-08-27";"2021-11-03";297
2799;"2022-05-08";97;;;
2800;"2022-07-21";96;;;
2801;"2021-11-24";76;;;
2802;"2021-08-22";27;;;
2803;"2022-06-20";7;;"2022-07-23";150
2804;"2019-08-09";83;;;
2805;"2022-11-30";86;;;
2806;"2020-08-25";21;;"2021-12-19";366
2807;"2020-09-13";16;;"2022-05-05";229
2808;"2020-12-30";26;;;
2809;"2020-06-30";50;;;
2810;"2018-03-01";6;;"2022-04-05";259
2811;"2020-04-01";9;;"2022-08-29";113
2812;"2019-05-09";7;;"2022-09-13";98
2813;"2018-10-04";46;;;
2814;"2020-03-02";41;;;
2815;"2022-01-13";71;;;
2816;"2019-08-18";92;;;
2817;"2018-04-27";31;;;
2818;"2018-07-29";92;;;
2819;"2021-10-12";51;;;
2820;"2021-10-03";30;;;
2821;"2021-02-27";36;;;
2822;"2019-02-18";91;;;
2823;"2020-02-18";33;;;
2824;"2018-03-14";98;;;
2825;"2018-08-07";25;;"2022-05-30";204
2826;"2022-02-27";52;;;
2827;"2021-09-24";2;"2022-08-29";"2021-11-16";286
2828;"2022-11-24";30;;;
2829;"2022-01-29";32;;;
2830;"2021-02-11";63;;;
2831;"2022-06-26";8;;"2022-05-04";230
2832;"2021-01-04";1;"2022-10-26";"2022-04-20";189
2833;"2019-10-15";76;;;
2834;"2021-12-25";71;;;
2835;"2022-07-26";49;;;
2836;"2019-09-26";5;"2022-08-18";"2022-01-03";227
2837;"2019-09-01";3;"2022-10-29";"2022-01-30";272
2838;"2020-04-19";10;;"2022-12-06";14
2839;"2022-09-06";23;;"2022-01-26";328
2840;"2022-02-10";82;;;
2841;"2020-05-31";93;;;
2842;"2019-12-19";15;;"2022-07-14";159
2843;"2018-07-01";23;;"2021-11-26";389
2844;"2021-02-13";23;;"2021-11-04";411
2845;"2022-01-30";99;;;
2846;"2022-06-26";69;;;
2847;"2022-09-13";98;;;
2848;"2022-05-09";16;;"2022-04-17";247
2849;"2018-02-03";19;;"2022-11-07";43
2850;"2021-07-06";28;;;
2851;"2021-02-20";14;;"2022-01-12";342
2852;"2021-03-14";91;;;
2853;"2022-08-06";95;;;
2854;"2018-04-21";46;;;
2855;"2021-05-07";41;;;
2856;"2018-03-24";32;;;
2857;"2022-05-31";76;;;
2858;"2020-02-11";74;;;
2859;"2018-02-27";54;;;
2860;"2021-07-10";42;;;
2861;"2018-04-05";24;;"2022-01-14";340
2862;"2022-08-05";4;"2022-10-31";"2021-11-07";358
2863;"2019-07-27";19;;"2022-08-28";114
2864;"2019-12-31";16;;"2022-01-25";329
2865;"2021-08-10";97;;;
2866;"2019-03-02";11;;"2022-08-06";136
2867;"2021-09-06";57;;;
2868;"2018-04-23";72;;;
2869;"2021-05-31";34;;;
2870;"2021-05-24";18;;"2022-07-17";156
2871;"2022-05-16";90;;;
2872;"2018-11-10";62;;;
2873;"2018-05-23";9;;"2022-11-18";32
2874;"2022-10-26";89;;;
2875;"2021-12-06";41;;;
2876;"2022-06-04";9;;"2022-10-17";64
2877;"2022-05-03";25;;"2021-11-23";392
2878;"2021-08-30";22;;"2022-12-02";18
2879;"2021-10-22";14;;"2022-04-05";259
2880;"2022-05-18";16;;"2022-12-08";12
2881;"2020-03-17";50;;;
2882;"2019-12-25";20;;"2021-11-28";387
2883;"2020-08-11";11;;"2022-05-07";227
2884;"2019-11-02";44;;;
2885;"2020-03-27";39;;;
2886;"2018-12-28";80;;;
2887;"2020-01-06";92;;;
2888;"2019-09-06";37;;;
2889;"2021-01-20";83;;;
2890;"2020-02-15";16;;"2022-01-06";348
2891;"2018-03-28";4;"2022-08-20";"2021-09-01";353
2892;"2021-04-06";24;;"2022-10-29";52
2893;"2019-10-01";17;;"2022-03-31";264
2894;"2019-10-04";71;;;
2895;"2018-04-17";3;"2022-09-15";"2021-11-04";315
2896;"2018-05-23";85;;;
2897;"2020-11-14";19;;"2022-04-29";235
2898;"2021-12-03";71;;;
2899;"2018-08-25";84;;;
2900;"2019-04-27";25;;"2022-07-10";163
2901;"2020-05-07";8;;"2022-05-05";229
2902;"2018-01-19";84;;;
2903;"2020-02-17";58;;;
2904;"2020-09-09";61;;;
2905;"2022-10-27";7;;"2021-11-02";413
2906;"2019-02-03";51;;;
2907;"2020-02-24";69;;;
2908;"2022-03-10";38;;;
2909;"2022-09-15";90;;;
2910;"2018-12-27";49;;;
2911;"2021-08-07";98;;;
2912;"2019-12-12";80;;;
2913;"2020-12-02";89;;;
2914;"2019-03-30";78;;;
2915;"2021-09-25";81;;;
2916;"2018-03-10";92;;;
2917;"2020-03-08";70;;;
2918;"2018-10-12";93;;;
2919;"2019-10-27";17;;"2022-07-01";172
2920;"2018-04-09";90;;;
2921;"2020-11-08";91;;;
2922;"2020-01-04";43;;;
2923;"2021-06-26";63;;;
2924;"2022-07-21";96;;;
2925;"2021-09-18";24;;"2022-01-03";351
2926;"2021-09-22";29;;;
2927;"2022-11-23";38;;;
2928;"2019-08-15";29;;;
2929;"2020-09-06";28;;;
2930;"2018-07-29";3;"2022-11-19";"2022-03-01";263
2931;"2020-11-21";73;;;
2932;"2018-01-24";40;;;
2933;"2018-07-30";93;;;
2934;"2018-01-20";49;;;
2935;"2020-09-15";89;;;
2936;"2018-06-06";9;;"2022-06-06";197
2937;"2019-02-05";71;;;
2938;"2022-10-21";43;;;
2939;"2022-07-27";32;;;
2940;"2018-11-01";40;;;
2941;"2018-10-29";36;;;
2942;"2021-03-15";79;;;
2943;"2020-09-24";93;;;
2944;"2021-09-11";75;;;
2945;"2022-05-24";27;;;
2946;"2019-07-01";70;;;
2947;"2021-11-01";62;;;
2948;"2019-08-12";96;;;
2949;"2020-03-24";27;;;
2950;"2018-09-09";67;;;
2951;"2019-10-31";88;;;
2952;"2018-02-11";13;;"2022-11-15";35
2953;"2020-08-24";56;;;
2954;"2018-05-07";40;;;
2955;"2022-08-14";55;;;
2956;"2019-05-25";41;;;
2957;"2022-01-09";80;;;
2958;"2022-07-19";26;;;
2959;"2020-12-19";81;;;
2960;"2019-09-27";14;;"2021-11-26";389
2961;"2018-02-26";17;;"2022-02-28";295
2962;"2018-11-21";14;;"2021-11-09";406
2963;"2019-10-03";92;;;
2964;"2018-09-06";62;;;
2965;"2018-11-23";11;;"2022-07-03";170
2966;"2022-05-30";19;;"2022-04-29";235
2967;"2019-01-23";59;;;
2968;"2019-12-10";11;;"2022-01-23";331
2969;"2022-03-31";43;;;
2970;"2018-08-31";84;;;
2971;"2020-09-21";28;;;
2972;"2018-02-07";91;;;
2973;"2021-10-25";68;;;
2974;"2018-06-27";58;;;
2975;"2021-10-01";53;;;
2976;"2021-03-29";75;;;
2977;"2019-12-08";64;;;
2978;"2020-08-13";12;;"2021-11-08";407
2979;"2022-10-21";87;;;
2980;"2022-02-10";16;;"2022-06-30";173
2981;"2021-04-04";74;;;
2982;"2019-09-01";52;;;
2983;"2022-03-06";36;;;
2984;"2018-12-08";75;;;
2985;"2019-12-19";63;;;
2986;"2021-10-29";85;;;
2987;"2020-04-13";44;;;
2988;"2019-01-09";37;;;
2989;"2021-05-29";86;;;
2990;"2018-04-13";74;;;
2991;"2020-09-17";40;;;
2992;"2021-07-06";48;;;
2993;"2019-02-14";83;;;
2994;"2022-06-01";40;;;
2995;"2022-02-21";60;;;
2996;"2019-12-19";10;;"2022-10-14";67
2997;"2021-11-09";61;;;
2998;"2018-03-28";51;;;
2999;"2021-11-09";46;;;
3000;"2021-02-19";18;;"2022-04-25";239
3001;"2018-11-07";72;;;
3002;"2019-08-12";11;;"2021-11-10";405
3003;"2021-03-10";97;;;
3004;"2022-08-13";70;;;
3005;"2020-01-19";39;;;
3006;"2019-12-22";8;;"2021-11-29";386
3007;"2020-11-21";52;;;
3008;"2021-12-07";60;;;
3009;"2022-07-16";89;;;
3010;"2020-09-22";48;;;
3011;"2021-01-28";31;;;
3012;"2020-10-29";57;;;
3013;"2022-05-06";64;;;
3014;"2020-04-14";5;"2022-11-30";"2022-01-02";332
3015;"2021-09-18";76;;;
3016;"2019-05-06";94;;;
3017;"2019-02-23";3;"2022-08-03";"2021-09-04";333
3018;"2019-01-12";72;;;
3019;"2020-04-25";25;;"2022-04-15";249
3020;"2022-07-03";16;;"2022-11-01";49
3021;"2019-04-07";46;;;
3022;"2018-01-22";25;;"2022-12-08";12
3023;"2021-01-18";72;;;
3024;"2020-05-03";34;;;
3025;"2022-06-05";97;;;
3026;"2020-03-22";54;;;
3027;"2022-04-03";25;;"2022-11-09";41
3028;"2021-04-26";2;"2022-08-31";"2022-02-24";188
3029;"2020-05-29";87;;;
3030;"2021-02-21";96;;;
3031;"2019-06-28";48;;;
3032;"2021-03-18";97;;;
3033;"2022-09-14";7;;"2022-12-15";5
3034;"2022-08-17";19;;"2022-07-31";142
3035;"2020-11-09";43;;;
3036;"2019-10-14";36;;;
3037;"2019-08-20";35;;;
3038;"2018-10-13";6;;"2021-12-03";382
3039;"2018-10-02";60;;;
3040;"2019-03-16";16;;"2022-03-10";285
3041;"2021-06-16";18;;"2022-02-19";304
3042;"2021-10-11";6;;"2022-03-06";289
3043;"2021-12-25";78;;;
3044;"2020-11-01";17;;"2022-05-13";221
3045;"2019-02-05";24;;"2022-05-08";226
3046;"2020-09-24";42;;;
3047;"2022-02-16";87;;;
3048;"2020-03-12";42;;;
3049;"2021-09-17";1;"2022-08-25";"2021-09-11";348
3050;"2019-06-24";6;;"2021-12-30";355
3051;"2019-09-25";66;;;
3052;"2022-12-04";99;;;
3053;"2019-06-28";35;;;
3054;"2022-09-24";92;;;
3055;"2020-04-18";23;;"2022-02-03";320
3056;"2018-12-12";2;"2022-08-03";"2021-08-22";346
3057;"2019-12-27";77;;;
3058;"2019-08-01";16;;"2021-11-02";413
3059;"2022-03-20";58;;;
3060;"2022-05-07";85;;;
3061;"2022-09-03";55;;;
3062;"2018-09-26";44;;;
3063;"2020-08-03";2;"2022-10-05";"2022-01-23";255
3064;"2022-05-29";86;;;
3065;"2018-05-25";10;;"2022-11-16";34
3066;"2018-06-25";45;;;
3067;"2019-03-24";1;"2022-10-02";"2022-02-17";227
3068;"2019-12-24";69;;;
3069;"2019-03-19";28;;;
3070;"2019-12-06";21;;"2022-11-27";23
3071;"2021-02-18";36;;;
3072;"2022-08-15";4;"2022-07-30";"2021-09-05";328
3073;"2018-09-27";88;;;
3074;"2020-02-25";38;;;
3075;"2020-06-27";81;;;
3076;"2019-10-15";98;;;
3077;"2022-10-31";12;;"2022-06-04";199
3078;"2019-08-25";22;;"2022-05-01";233
3079;"2021-12-07";66;;;
3080;"2021-07-30";56;;;
3081;"2021-01-27";1;"2022-11-12";"2022-02-23";262
3082;"2018-09-13";28;;;
3083;"2021-07-15";66;;;
3084;"2022-07-07";91;;;
3085;"2018-06-18";2;"2022-07-30";"2021-08-09";355
3086;"2018-11-12";84;;;
3087;"2018-06-29";35;;;
3088;"2020-05-26";79;;;
3089;"2020-05-25";91;;;
3090;"2022-08-29";49;;;
3091;"2019-10-12";63;;;
3092;"2020-02-07";25;;"2022-05-19";215
3093;"2018-06-05";90;;;
3094;"2022-04-27";7;;"2022-11-16";34
3095;"2019-07-18";32;;;
3096;"2018-10-09";36;;;
3097;"2022-10-01";22;;"2022-11-15";35
3098;"2020-09-20";24;;"2022-12-08";12
3099;"2020-09-13";22;;"2021-12-24";361
3100;"2018-12-30";56;;;
3101;"2022-08-07";65;;;
3102;"2018-11-13";68;;;
3103;"2018-08-25";22;;"2022-11-22";28
3104;"2018-05-16";18;;"2022-07-03";170
3105;"2020-12-20";68;;;
3106;"2021-02-01";48;;;
3107;"2020-02-09";96;;;
3108;"2020-11-01";7;;"2021-11-29";386
3109;"2022-09-08";24;;"2022-04-13";251
3110;"2019-01-28";33;;;
3111;"2019-06-12";29;;;
3112;"2020-10-17";18;;"2022-09-24";87
3113;"2019-09-22";74;;;
3114;"2022-12-07";85;;;
3115;"2020-05-04";29;;;
3116;"2020-02-20";70;;;
3117;"2018-10-31";36;;;
3118;"2020-10-12";97;;;
3119;"2022-06-28";56;;;
3120;"2021-03-06";24;;"2022-01-10";344
3121;"2020-06-21";80;;;
3122;"2019-04-20";33;;;
3123;"2018-04-24";63;;;
3124;"2020-11-06";31;;;
3125;"2018-08-27";3;"2022-09-20";"2022-01-29";234
3126;"2019-10-21";21;;"2022-05-18";216
3127;"2021-07-28";95;;;
3128;"2018-06-08";37;;;
3129;"2022-06-22";33;;;
3130;"2019-04-22";13;;"2022-12-10";10
3131;"2019-05-20";1;"2022-11-02";"2021-12-16";321
3132;"2022-02-08";57;;;
3133;"2020-02-15";3;"2022-08-08";"2021-08-17";356
3134;"2019-12-24";83;;;
3135;"2022-06-05";31;;;
3136;"2018-02-15";89;;;
3137;"2018-02-05";85;;;
3138;"2019-07-27";39;;;
3139;"2020-11-28";16;;"2021-12-07";378
3140;"2022-09-25";67;;;
3141;"2020-08-04";93;;;
3142;"2022-04-22";98;;;
3143;"2020-07-23";70;;;
3144;"2022-04-08";60;;;
3145;"2022-04-09";12;;"2022-05-19";215
3146;"2022-11-06";68;;;
3147;"2019-06-09";54;;;
3148;"2018-02-19";6;;"2021-12-31";354
3149;"2020-08-30";37;;;
3150;"2018-12-16";74;;;
3151;"2021-04-06";77;;;
3152;"2018-03-03";13;;"2022-02-08";315
3153;"2020-03-17";73;;;
3154;"2021-07-10";42;;;
3155;"2020-12-19";6;;"2022-09-03";108
3156;"2020-10-24";33;;;
3157;"2018-05-12";37;;;
3158;"2019-07-29";87;;;
3159;"2021-03-14";84;;;
3160;"2022-10-14";17;;"2021-11-26";389
3161;"2020-10-29";74;;;
3162;"2022-07-13";29;;;
3163;"2021-12-03";35;;;
3164;"2022-11-26";32;;;
3165;"2019-07-17";97;;;
3166;"2021-05-20";23;;"2022-03-18";277
3167;"2018-01-22";95;;;
3168;"2019-08-04";8;;"2022-07-14";159
3169;"2022-11-25";52;;;
3170;"2020-12-02";70;;;
3171;"2019-05-11";85;;;
3172;"2020-07-11";54;;;
3173;"2020-04-04";47;;;
3174;"2021-11-13";50;;;
3175;"2019-10-29";84;;;
3176;"2019-07-25";37;;;
3177;"2021-10-01";82;;;
3178;"2021-03-19";34;;;
3179;"2019-08-25";81;;;
3180;"2019-06-13";6;;"2022-05-19";215
3181;"2022-02-14";71;;;
3182;"2022-11-10";82;;;
3183;"2019-07-26";22;;"2022-08-15";127
3184;"2019-05-14";70;;;
3185;"2021-06-01";97;;;
3186;"2022-06-26";53;;;
3187;"2022-02-16";88;;;
3188;"2021-09-23";44;;;
3189;"2019-02-02";38;;;
3190;"2020-05-11";63;;;
3191;"2021-07-19";43;;;
3192;"2021-11-13";48;;;
3193;"2019-12-04";60;;;
3194;"2020-07-02";9;;"2022-08-03";139
3195;"2021-10-20";59;;;
3196;"2021-05-31";32;;;
3197;"2018-12-02";14;;"2022-04-01";263
3198;"2021-10-24";44;;;
3199;"2022-12-15";53;;;
3200;"2018-11-07";78;;;
3201;"2019-10-07";92;;;
3202;"2019-05-07";5;"2022-10-25";"2022-04-18";190
3203;"2021-04-29";43;;;
3204;"2021-12-21";69;;;
3205;"2018-03-31";9;;"2022-03-16";279
3206;"2018-03-09";86;;;
3207;"2018-07-27";95;;;
3208;"2021-12-12";39;;;
3209;"2021-05-08";54;;;
3210;"2020-03-02";59;;;
3211;"2018-06-05";88;;;
3212;"2020-07-03";58;;;
3213;"2020-01-22";36;;;
3214;"2019-12-11";73;;;
3215;"2021-10-27";17;;"2022-01-10";344
3216;"2018-07-05";22;;"2021-12-17";368
3217;"2019-06-17";65;;;
3218;"2020-12-24";56;;;
3219;"2022-03-10";78;;;
3220;"2020-07-01";49;;;
3221;"2018-05-17";45;;;
3222;"2020-10-07";58;;;
3223;"2019-05-27";72;;;
3224;"2020-03-31";59;;;
3225;"2018-04-20";8;;"2022-06-13";190
3226;"2018-03-27";66;;;
3227;"2018-09-11";81;;;
3228;"2019-03-03";54;;;
3229;"2021-12-30";93;;;
3230;"2018-09-07";77;;;
3231;"2019-12-21";23;;"2022-01-17";337
3232;"2018-10-17";92;;;
3233;"2019-12-24";63;;;
3234;"2018-05-01";92;;;
3235;"2022-09-19";34;;;
3236;"2020-03-05";57;;;
3237;"2018-06-19";22;;"2022-11-30";20
3238;"2018-04-27";81;;;
3239;"2019-02-26";13;;"2022-11-21";29
3240;"2021-10-07";78;;;
3241;"2020-06-08";88;;;
3242;"2019-07-13";63;;;
3243;"2019-04-21";49;;;
3244;"2022-06-12";61;;;
3245;"2021-06-04";6;;"2022-06-16";187
3246;"2018-02-26";97;;;
3247;"2022-11-27";8;;"2022-07-07";166
3248;"2022-10-31";21;;"2022-01-30";324
3249;"2021-02-01";78;;;
3250;"2022-02-15";98;;;
3251;"2020-05-13";99;;;
3252;"2021-05-30";69;;;
3253;"2019-12-04";10;;"2021-12-05";380
3254;"2021-09-18";19;;"2022-06-09";194
3255;"2018-09-10";82;;;
3256;"2020-03-05";95;;;
3257;"2021-11-25";10;;"2022-02-28";295
3258;"2019-05-03";36;;;
3259;"2021-04-18";67;;;
3260;"2020-12-06";12;;"2022-09-18";93
3261;"2019-12-20";32;;;
3262;"2018-04-19";98;;;
3263;"2021-09-04";31;;;
3264;"2021-11-24";17;;"2022-01-24";330
3265;"2018-07-30";86;;;
3266;"2021-06-04";87;;;
3267;"2019-02-08";32;;;
3268;"2018-12-29";27;;;
3269;"2021-09-11";88;;;
3270;"2020-03-17";73;;;
3271;"2022-09-16";84;;;
3272;"2019-03-02";23;;"2022-07-21";152
3273;"2021-09-09";90;;;
3274;"2019-01-17";47;;;
3275;"2018-08-23";25;;"2022-04-03";261
3276;"2020-02-23";24;;"2021-11-23";392
3277;"2019-02-25";22;;"2022-09-13";98
3278;"2018-07-31";1;"2022-08-02";"2021-10-10";296
3279;"2020-01-05";87;;;
3280;"2022-03-10";96;;;
3281;"2022-08-28";82;;;
3282;"2022-04-30";82;;;
3283;"2020-08-19";48;;;
3284;"2019-08-12";43;;;
3285;"2021-01-28";59;;;
3286;"2021-04-11";16;;"2022-03-18";277
3287;"2021-09-26";63;;;
3288;"2020-01-04";90;;;
3289;"2022-07-24";36;;;
3290;"2020-01-24";31;;;
3291;"2022-11-21";37;;;
3292;"2019-07-25";53;;;
3293;"2020-04-23";30;;;
3294;"2021-08-06";25;;"2022-10-20";61
3295;"2018-06-30";19;;"2021-12-10";375
3296;"2020-11-02";2;"2022-11-12";"2022-03-12";245
3297;"2020-01-21";37;;;
3298;"2019-07-20";17;;"2022-08-13";129
3299;"2021-10-13";33;;;
3300;"2018-10-14";96;;;
3301;"2021-09-16";20;;"2022-07-12";161
3302;"2021-07-11";56;;;
3303;"2019-11-25";69;;;
3304;"2020-06-07";39;;;
3305;"2022-07-10";38;;;
3306;"2020-06-28";36;;;
3307;"2022-07-13";99;;;
3308;"2018-09-15";69;;;
3309;"2021-01-08";87;;;
3310;"2019-07-30";20;;"2021-11-14";401
3311;"2022-11-05";56;;;
3312;"2020-09-16";12;;"2022-11-03";47
3313;"2018-12-08";44;;;
3314;"2020-07-06";8;;"2022-10-11";70
3315;"2022-04-09";94;;;
3316;"2021-12-17";72;;;
3317;"2018-10-27";47;;;
3318;"2021-01-15";35;;;
3319;"2019-01-02";94;;;
3320;"2018-06-01";89;;;
3321;"2018-02-19";9;;"2022-09-30";81
3322;"2018-12-04";27;;;
3323;"2019-12-06";78;;;
3324;"2020-05-25";10;;"2022-12-08";12
3325;"2022-06-22";90;;;
3326;"2020-05-16";55;;;
3327;"2018-04-09";29;;;
3328;"2019-07-24";9;;"2022-03-06";289
3329;"2021-11-15";4;"2022-10-10";"2022-01-30";253
3330;"2022-01-02";99;;;
3331;"2020-04-17";97;;;
3332;"2020-08-12";47;;;
3333;"2020-07-24";44;;;
3334;"2022-02-22";42;;;
3335;"2018-01-30";45;;;
3336;"2020-02-12";79;;;
3337;"2019-09-01";39;;;
3338;"2022-07-24";52;;;
3339;"2020-10-09";29;;;
3340;"2022-08-22";96;;;
3341;"2019-03-03";44;;;
3342;"2020-08-25";36;;;
3343;"2020-05-20";94;;;
3344;"2020-01-21";56;;;
3345;"2018-03-12";45;;;
3346;"2019-09-08";35;;;
3347;"2019-01-18";89;;;
3348;"2018-12-18";35;;;
3349;"2022-09-05";18;;"2021-12-25";360
3350;"2020-01-02";63;;;
3351;"2019-05-01";65;;;
3352;"2022-10-07";76;;;
3353;"2020-11-16";57;;;
3354;"2021-03-17";20;;"2021-12-27";358
3355;"2020-03-12";3;"2022-10-14";"2022-03-30";198
3356;"2020-05-20";39;;;
3357;"2018-08-12";5;"2022-10-16";"2022-01-15";274
3358;"2020-06-01";45;;;
3359;"2021-11-22";8;;"2022-08-15";127
3360;"2022-06-08";96;;;
