"id";"tipo";"data_criacao";"id_associado"
2695;Conta Corrente;"2021-11-24";2695
2696;Conta Corrente;"2022-08-09";2696
2697;Conta Corrente;"2020-07-14";2697
2698;Conta Corrente;"2020-10-21";2698
2699;Conta Corrente;"2020-05-01";2699
2700;Conta Corrente;"2018-11-11";2700
2701;Conta Corrente;"2021-03-17";2701
2702;Conta Corrente;"2022-05-07";2702
2703;Conta Corrente;"2022-01-02";2703
2704;Conta Corrente;"2018-10-10";2704
2705;Conta Corrente;"2018-05-04";2705
2706;Conta Corrente;"2019-12-18";2706
2707;Conta Corrente;"2020-07-14";2707
2708;Conta Corrente;"2020-01-02";2708
2709;Conta Corrente;"2022-04-17";2709
2710;Conta Corrente;"2022-05-22";2710
2711;Conta Corrente;"2020-07-18";2711
2712;Conta Corrente;"2021-07-06";2712
2713;Conta Corrente;"2021-07-12";2713
2714;Conta Corrente;"2022-10-01";2714
2715;Conta Corrente;"2022-09-18";2715
2716;Conta Corrente;"2021-06-11";2716
2717;Conta Corrente;"2020-11-10";2717
2718;Conta Corrente;"2022-05-30";2718
2719;Conta Corrente;"2020-04-24";2719
2720;Conta Corrente;"2019-11-23";2720
2721;Conta Corrente;"2022-06-17";2721
2722;Conta Corrente;"2022-11-13";2722
2723;Conta Corrente;"2020-02-13";2723
2724;Conta Corrente;"2020-07-16";2724
2725;Conta Corrente;"2022-11-01";2725
2726;Conta Corrente;"2019-01-19";2726
2727;Conta Corrente;"2020-03-06";2727
2728;Conta Corrente;"2020-05-27";2728
2729;Conta Corrente;"2021-10-21";2729
2730;Conta Corrente;"2022-06-18";2730
2731;Conta Corrente;"2021-03-19";2731
2732;Conta Corrente;"2020-01-17";2732
2733;Conta Corrente;"2021-11-03";2733
2734;Conta Corrente;"2020-04-01";2734
2735;Conta Corrente;"2020-10-08";2735
2736;Conta Corrente;"2022-02-16";2736
2737;Conta Corrente;"2022-02-28";2737
2738;Conta Corrente;"2018-05-04";2738
2739;Conta Corrente;"2019-03-02";2739
2740;Conta Corrente;"2021-06-27";2740
2741;Conta Corrente;"2022-09-04";2741
2742;Conta Corrente;"2021-08-29";2742
2743;Conta Corrente;"2020-01-13";2743
2744;Conta Corrente;"2021-03-28";2744
2745;Conta Corrente;"2021-06-11";2745
2746;Conta Corrente;"2019-10-12";2746
2747;Conta Corrente;"2019-09-18";2747
2748;Conta Corrente;"2019-05-03";2748
2749;Conta Corrente;"2019-03-22";2749
2750;Conta Corrente;"2021-12-23";2750
2751;Conta Corrente;"2021-03-06";2751
2752;Conta Corrente;"2018-09-17";2752
2753;Conta Corrente;"2021-11-16";2753
2754;Conta Corrente;"2018-05-01";2754
2755;Conta Corrente;"2021-03-15";2755
2756;Conta Corrente;"2021-09-28";2756
2757;Conta Corrente;"2019-05-01";2757
2758;Conta Corrente;"2018-06-01";2758
2759;Conta Corrente;"2019-03-06";2759
2760;Conta Corrente;"2018-03-03";2760
2761;Conta Corrente;"2022-10-29";2761
2762;Conta Corrente;"2022-05-05";2762
2763;Conta Corrente;"2020-02-29";2763
2764;Conta Corrente;"2021-09-13";2764
2765;Conta Corrente;"2019-08-17";2765
2766;Conta Corrente;"2022-11-19";2766
2767;Conta Corrente;"2020-11-10";2767
2768;Conta Corrente;"2018-10-26";2768
2769;Conta Corrente;"2018-04-03";2769
2770;Conta Corrente;"2021-12-23";2770
2771;Conta Corrente;"2022-04-04";2771
2772;Conta Corrente;"2022-11-18";2772
2773;Conta Corrente;"2020-09-02";2773
2774;Conta Corrente;"2019-04-28";2774
2775;Conta Corrente;"2021-02-24";2775
2776;Conta Corrente;"2019-02-23";2776
2777;Conta Corrente;"2021-01-18";2777
2778;Conta Corrente;"2022-10-25";2778
2779;Conta Corrente;"2020-06-06";2779
2780;Conta Corrente;"2022-03-22";2780
2781;Conta Corrente;"2021-10-28";2781
2782;Conta Corrente;"2018-08-23";2782
2783;Conta Corrente;"2022-11-19";2783
2784;Conta Corrente;"2020-09-24";2784
2785;Conta Corrente;"2018-12-03";2785
2786;Conta Corrente;"2021-02-13";2786
2787;Conta Corrente;"2019-07-05";2787
2788;Conta Corrente;"2020-03-14";2788
2789;Conta Corrente;"2021-06-26";2789
2790;Conta Corrente;"2020-08-19";2790
2791;Conta Corrente;"2020-04-27";2791
2792;Conta Corrente;"2021-05-06";2792
2793;Conta Corrente;"2020-01-03";2793
2794;Conta Corrente;"2022-06-07";2794
2795;Conta Corrente;"2020-01-29";2795
2796;Conta Corrente;"2021-07-31";2796
2797;Conta Corrente;"2022-05-08";2797
2798;Conta Corrente;"2022-11-21";2798
2799;Conta Corrente;"2022-05-08";2799
2800;Conta Corrente;"2022-07-21";2800
2801;Conta Corrente;"2021-11-24";2801
2802;Conta Corrente;"2021-08-22";2802
2803;Conta Corrente;"2022-06-20";2803
2804;Conta Corrente;"2019-08-09";2804
2805;Conta Corrente;"2022-11-30";2805
2806;Conta Corrente;"2020-08-25";2806
2807;Conta Corrente;"2020-09-13";2807
2808;Conta Corrente;"2020-12-30";2808
2809;Conta Corrente;"2020-06-30";2809
2810;Conta Corrente;"2018-03-01";2810
2811;Conta Corrente;"2020-04-01";2811
2812;Conta Corrente;"2019-05-09";2812
2813;Conta Corrente;"2018-10-04";2813
2814;Conta Corrente;"2020-03-02";2814
2815;Conta Corrente;"2022-01-13";2815
2816;Conta Corrente;"2019-08-18";2816
2817;Conta Corrente;"2018-04-27";2817
2818;Conta Corrente;"2018-07-29";2818
2819;Conta Corrente;"2021-10-12";2819
2820;Conta Corrente;"2021-10-03";2820
2821;Conta Corrente;"2021-02-27";2821
2822;Conta Corrente;"2019-02-18";2822
2823;Conta Corrente;"2020-02-18";2823
2824;Conta Corrente;"2018-03-14";2824
2825;Conta Corrente;"2018-08-07";2825
2826;Conta Corrente;"2022-02-27";2826
2827;Conta Corrente;"2021-09-24";2827
2828;Conta Corrente;"2022-11-24";2828
2829;Conta Corrente;"2022-01-29";2829
2830;Conta Corrente;"2021-02-11";2830
2831;Conta Corrente;"2022-06-26";2831
2832;Conta Corrente;"2021-01-04";2832
2833;Conta Corrente;"2019-10-15";2833
2834;Conta Corrente;"2021-12-25";2834
2835;Conta Corrente;"2022-07-26";2835
2836;Conta Corrente;"2019-09-26";2836
2837;Conta Corrente;"2019-09-01";2837
2838;Conta Corrente;"2020-04-19";2838
2839;Conta Corrente;"2022-09-06";2839
2840;Conta Corrente;"2022-02-10";2840
2841;Conta Corrente;"2020-05-31";2841
2842;Conta Corrente;"2019-12-19";2842
2843;Conta Corrente;"2018-07-01";2843
2844;Conta Corrente;"2021-02-13";2844
2845;Conta Corrente;"2022-01-30";2845
2846;Conta Corrente;"2022-06-26";2846
2847;Conta Corrente;"2022-09-13";2847
2848;Conta Corrente;"2022-05-09";2848
2849;Conta Corrente;"2018-02-03";2849
2850;Conta Corrente;"2021-07-06";2850
2851;Conta Corrente;"2021-02-20";2851
2852;Conta Corrente;"2021-03-14";2852
2853;Conta Corrente;"2022-08-06";2853
2854;Conta Corrente;"2018-04-21";2854
2855;Conta Corrente;"2021-05-07";2855
2856;Conta Corrente;"2018-03-24";2856
2857;Conta Corrente;"2022-05-31";2857
2858;Conta Corrente;"2020-02-11";2858
2859;Conta Corrente;"2018-02-27";2859
2860;Conta Corrente;"2021-07-10";2860
2861;Conta Corrente;"2018-04-05";2861
2862;Conta Corrente;"2022-08-05";2862
2863;Conta Corrente;"2019-07-27";2863
2864;Conta Corrente;"2019-12-31";2864
2865;Conta Corrente;"2021-08-10";2865
2866;Conta Corrente;"2019-03-02";2866
2867;Conta Corrente;"2021-09-06";2867
2868;Conta Corrente;"2018-04-23";2868
2869;Conta Corrente;"2021-05-31";2869
2870;Conta Corrente;"2021-05-24";2870
2871;Conta Corrente;"2022-05-16";2871
2872;Conta Corrente;"2018-11-10";2872
2873;Conta Corrente;"2018-05-23";2873
2874;Conta Corrente;"2022-10-26";2874
2875;Conta Corrente;"2021-12-06";2875
2876;Conta Corrente;"2022-06-04";2876
2877;Conta Corrente;"2022-05-03";2877
2878;Conta Corrente;"2021-08-30";2878
2879;Conta Corrente;"2021-10-22";2879
2880;Conta Corrente;"2022-05-18";2880
2881;Conta Corrente;"2020-03-17";2881
2882;Conta Corrente;"2019-12-25";2882
2883;Conta Corrente;"2020-08-11";2883
2884;Conta Corrente;"2019-11-02";2884
2885;Conta Corrente;"2020-03-27";2885
2886;Conta Corrente;"2018-12-28";2886
2887;Conta Corrente;"2020-01-06";2887
2888;Conta Corrente;"2019-09-06";2888
2889;Conta Corrente;"2021-01-20";2889
2890;Conta Corrente;"2020-02-15";2890
2891;Conta Corrente;"2018-03-28";2891
2892;Conta Corrente;"2021-04-06";2892
2893;Conta Corrente;"2019-10-01";2893
2894;Conta Corrente;"2019-10-04";2894
2895;Conta Corrente;"2018-04-17";2895
2896;Conta Corrente;"2018-05-23";2896
2897;Conta Corrente;"2020-11-14";2897
2898;Conta Corrente;"2021-12-03";2898
2899;Conta Corrente;"2018-08-25";2899
2900;Conta Corrente;"2019-04-27";2900
2901;Conta Corrente;"2020-05-07";2901
2902;Conta Corrente;"2018-01-19";2902
2903;Conta Corrente;"2020-02-17";2903
2904;Conta Corrente;"2020-09-09";2904
2905;Conta Corrente;"2022-10-27";2905
2906;Conta Corrente;"2019-02-03";2906
2907;Conta Corrente;"2020-02-24";2907
2908;Conta Corrente;"2022-03-10";2908
2909;Conta Corrente;"2022-09-15";2909
2910;Conta Corrente;"2018-12-27";2910
2911;Conta Corrente;"2021-08-07";2911
2912;Conta Corrente;"2019-12-12";2912
2913;Conta Corrente;"2020-12-02";2913
2914;Conta Corrente;"2019-03-30";2914
2915;Conta Corrente;"2021-09-25";2915
2916;Conta Corrente;"2018-03-10";2916
2917;Conta Corrente;"2020-03-08";2917
2918;Conta Corrente;"2018-10-12";2918
2919;Conta Corrente;"2019-10-27";2919
2920;Conta Corrente;"2018-04-09";2920
2921;Conta Corrente;"2020-11-08";2921
2922;Conta Corrente;"2020-01-04";2922
2923;Conta Corrente;"2021-06-26";2923
2924;Conta Corrente;"2022-07-21";2924
2925;Conta Corrente;"2021-09-18";2925
2926;Conta Corrente;"2021-09-22";2926
2927;Conta Corrente;"2022-11-23";2927
2928;Conta Corrente;"2019-08-15";2928
2929;Conta Corrente;"2020-09-06";2929
2930;Conta Corrente;"2018-07-29";2930
2931;Conta Corrente;"2020-11-21";2931
2932;Conta Corrente;"2018-01-24";2932
2933;Conta Corrente;"2018-07-30";2933
2934;Conta Corrente;"2018-01-20";2934
2935;Conta Corrente;"2020-09-15";2935
2936;Conta Corrente;"2018-06-06";2936
2937;Conta Corrente;"2019-02-05";2937
2938;Conta Corrente;"2022-10-21";2938
2939;Conta Corrente;"2022-07-27";2939
2940;Conta Corrente;"2018-11-01";2940
2941;Conta Corrente;"2018-10-29";2941
2942;Conta Corrente;"2021-03-15";2942
2943;Conta Corrente;"2020-09-24";2943
2944;Conta Corrente;"2021-09-11";2944
2945;Conta Corrente;"2022-05-24";2945
2946;Conta Corrente;"2019-07-01";2946
2947;Conta Corrente;"2021-11-01";2947
2948;Conta Corrente;"2019-08-12";2948
2949;Conta Corrente;"2020-03-24";2949
2950;Conta Corrente;"2018-09-09";2950
2951;Conta Corrente;"2019-10-31";2951
2952;Conta Corrente;"2018-02-11";2952
2953;Conta Corrente;"2020-08-24";2953
2954;Conta Corrente;"2018-05-07";2954
2955;Conta Corrente;"2022-08-14";2955
2956;Conta Corrente;"2019-05-25";2956
2957;Conta Corrente;"2022-01-09";2957
2958;Conta Corrente;"2022-07-19";2958
2959;Conta Corrente;"2020-12-19";2959
2960;Conta Corrente;"2019-09-27";2960
2961;Conta Corrente;"2018-02-26";2961
2962;Conta Corrente;"2018-11-21";2962
2963;Conta Corrente;"2019-10-03";2963
2964;Conta Corrente;"2018-09-06";2964
2965;Conta Corrente;"2018-11-23";2965
2966;Conta Corrente;"2022-05-30";2966
2967;Conta Corrente;"2019-01-23";2967
2968;Conta Corrente;"2019-12-10";2968
2969;Conta Corrente;"2022-03-31";2969
2970;Conta Corrente;"2018-08-31";2970
2971;Conta Corrente;"2020-09-21";2971
2972;Conta Corrente;"2018-02-07";2972
2973;Conta Corrente;"2021-10-25";2973
2974;Conta Corrente;"2018-06-27";2974
2975;Conta Corrente;"2021-10-01";2975
2976;Conta Corrente;"2021-03-29";2976
2977;Conta Corrente;"2019-12-08";2977
2978;Conta Corrente;"2020-08-13";2978
2979;Conta Corrente;"2022-10-21";2979
2980;Conta Corrente;"2022-02-10";2980
2981;Conta Corrente;"2021-04-04";2981
2982;Conta Corrente;"2019-09-01";2982
2983;Conta Corrente;"2022-03-06";2983
2984;Conta Corrente;"2018-12-08";2984
2985;Conta Corrente;"2019-12-19";2985
2986;Conta Corrente;"2021-10-29";2986
2987;Conta Corrente;"2020-04-13";2987
2988;Conta Corrente;"2019-01-09";2988
2989;Conta Corrente;"2021-05-29";2989
2990;Conta Corrente;"2018-04-13";2990
2991;Conta Corrente;"2020-09-17";2991
2992;Conta Corrente;"2021-07-06";2992
2993;Conta Corrente;"2019-02-14";2993
2994;Conta Corrente;"2022-06-01";2994
2995;Conta Corrente;"2022-02-21";2995
2996;Conta Corrente;"2019-12-19";2996
2997;Conta Corrente;"2021-11-09";2997
2998;Conta Corrente;"2018-03-28";2998
2999;Conta Corrente;"2021-11-09";2999
3000;Conta Corrente;"2021-02-19";3000
3001;Conta Corrente;"2018-11-07";3001
3002;Conta Corrente;"2019-08-12";3002
3003;Conta Corrente;"2021-03-10";3003
3004;Conta Corrente;"2022-08-13";3004
3005;Conta Corrente;"2020-01-19";3005
3006;Conta Corrente;"2019-12-22";3006
3007;Conta Corrente;"2020-11-21";3007
3008;Conta Corrente;"2021-12-07";3008
3009;Conta Corrente;"2022-07-16";3009
3010;Conta Corrente;"2020-09-22";3010
3011;Conta Corrente;"2021-01-28";3011
3012;Conta Corrente;"2020-10-29";3012
3013;Conta Corrente;"2022-05-06";3013
3014;Conta Corrente;"2020-04-14";3014
3015;Conta Corrente;"2021-09-18";3015
3016;Conta Corrente;"2019-05-06";3016
3017;Conta Corrente;"2019-02-23";3017
3018;Conta Corrente;"2019-01-12";3018
3019;Conta Corrente;"2020-04-25";3019
3020;Conta Corrente;"2022-07-03";3020
3021;Conta Corrente;"2019-04-07";3021
3022;Conta Corrente;"2018-01-22";3022
3023;Conta Corrente;"2021-01-18";3023
3024;Conta Corrente;"2020-05-03";3024
3025;Conta Corrente;"2022-06-05";3025
3026;Conta Corrente;"2020-03-22";3026
3027;Conta Corrente;"2022-04-03";3027
3028;Conta Corrente;"2021-04-26";3028
3029;Conta Corrente;"2020-05-29";3029
3030;Conta Corrente;"2021-02-21";3030
3031;Conta Corrente;"2019-06-28";3031
3032;Conta Corrente;"2021-03-18";3032
3033;Conta Corrente;"2022-09-14";3033
3034;Conta Corrente;"2022-08-17";3034
3035;Conta Corrente;"2020-11-09";3035
3036;Conta Corrente;"2019-10-14";3036
3037;Conta Corrente;"2019-08-20";3037
3038;Conta Corrente;"2018-10-13";3038
3039;Conta Corrente;"2018-10-02";3039
3040;Conta Corrente;"2019-03-16";3040
3041;Conta Corrente;"2021-06-16";3041
3042;Conta Corrente;"2021-10-11";3042
3043;Conta Corrente;"2021-12-25";3043
3044;Conta Corrente;"2020-11-01";3044
3045;Conta Corrente;"2019-02-05";3045
3046;Conta Corrente;"2020-09-24";3046
3047;Conta Corrente;"2022-02-16";3047
3048;Conta Corrente;"2020-03-12";3048
3049;Conta Corrente;"2021-09-17";3049
3050;Conta Corrente;"2019-06-24";3050
3051;Conta Corrente;"2019-09-25";3051
3052;Conta Corrente;"2022-12-04";3052
3053;Conta Corrente;"2019-06-28";3053
3054;Conta Corrente;"2022-09-24";3054
3055;Conta Corrente;"2020-04-18";3055
3056;Conta Corrente;"2018-12-12";3056
3057;Conta Corrente;"2019-12-27";3057
3058;Conta Corrente;"2019-08-01";3058
3059;Conta Corrente;"2022-03-20";3059
3060;Conta Corrente;"2022-05-07";3060
3061;Conta Corrente;"2022-09-03";3061
3062;Conta Corrente;"2018-09-26";3062
3063;Conta Corrente;"2020-08-03";3063
3064;Conta Corrente;"2022-05-29";3064
3065;Conta Corrente;"2018-05-25";3065
3066;Conta Corrente;"2018-06-25";3066
3067;Conta Corrente;"2019-03-24";3067
3068;Conta Corrente;"2019-12-24";3068
3069;Conta Corrente;"2019-03-19";3069
3070;Conta Corrente;"2019-12-06";3070
3071;Conta Corrente;"2021-02-18";3071
3072;Conta Corrente;"2022-08-15";3072
3073;Conta Corrente;"2018-09-27";3073
3074;Conta Corrente;"2020-02-25";3074
3075;Conta Corrente;"2020-06-27";3075
3076;Conta Corrente;"2019-10-15";3076
3077;Conta Corrente;"2022-10-31";3077
3078;Conta Corrente;"2019-08-25";3078
3079;Conta Corrente;"2021-12-07";3079
3080;Conta Corrente;"2021-07-30";3080
3081;Conta Corrente;"2021-01-27";3081
3082;Conta Corrente;"2018-09-13";3082
3083;Conta Corrente;"2021-07-15";3083
3084;Conta Corrente;"2022-07-07";3084
3085;Conta Corrente;"2018-06-18";3085
3086;Conta Corrente;"2018-11-12";3086
3087;Conta Corrente;"2018-06-29";3087
3088;Conta Corrente;"2020-05-26";3088
3089;Conta Corrente;"2020-05-25";3089
3090;Conta Corrente;"2022-08-29";3090
3091;Conta Corrente;"2019-10-12";3091
3092;Conta Corrente;"2020-02-07";3092
3093;Conta Corrente;"2018-06-05";3093
3094;Conta Corrente;"2022-04-27";3094
3095;Conta Corrente;"2019-07-18";3095
3096;Conta Corrente;"2018-10-09";3096
3097;Conta Corrente;"2022-10-01";3097
3098;Conta Corrente;"2020-09-20";3098
3099;Conta Corrente;"2020-09-13";3099
3100;Conta Corrente;"2018-12-30";3100
3101;Conta Corrente;"2022-08-07";3101
3102;Conta Corrente;"2018-11-13";3102
3103;Conta Corrente;"2018-08-25";3103
3104;Conta Corrente;"2018-05-16";3104
3105;Conta Corrente;"2020-12-20";3105
3106;Conta Corrente;"2021-02-01";3106
3107;Conta Corrente;"2020-02-09";3107
3108;Conta Corrente;"2020-11-01";3108
3109;Conta Corrente;"2022-09-08";3109
3110;Conta Corrente;"2019-01-28";3110
3111;Conta Corrente;"2019-06-12";3111
3112;Conta Corrente;"2020-10-17";3112
3113;Conta Corrente;"2019-09-22";3113
3114;Conta Corrente;"2022-12-07";3114
3115;Conta Corrente;"2020-05-04";3115
3116;Conta Corrente;"2020-02-20";3116
3117;Conta Corrente;"2018-10-31";3117
3118;Conta Corrente;"2020-10-12";3118
3119;Conta Corrente;"2022-06-28";3119
3120;Conta Corrente;"2021-03-06";3120
3121;Conta Corrente;"2020-06-21";3121
3122;Conta Corrente;"2019-04-20";3122
3123;Conta Corrente;"2018-04-24";3123
3124;Conta Corrente;"2020-11-06";3124
3125;Conta Corrente;"2018-08-27";3125
3126;Conta Corrente;"2019-10-21";3126
3127;Conta Corrente;"2021-07-28";3127
3128;Conta Corrente;"2018-06-08";3128
3129;Conta Corrente;"2022-06-22";3129
3130;Conta Corrente;"2019-04-22";3130
3131;Conta Corrente;"2019-05-20";3131
3132;Conta Corrente;"2022-02-08";3132
3133;Conta Corrente;"2020-02-15";3133
3134;Conta Corrente;"2019-12-24";3134
3135;Conta Corrente;"2022-06-05";3135
3136;Conta Corrente;"2018-02-15";3136
3137;Conta Corrente;"2018-02-05";3137
3138;Conta Corrente;"2019-07-27";3138
3139;Conta Corrente;"2020-11-28";3139
3140;Conta Corrente;"2022-09-25";3140
3141;Conta Corrente;"2020-08-04";3141
3142;Conta Corrente;"2022-04-22";3142
3143;Conta Corrente;"2020-07-23";3143
3144;Conta Corrente;"2022-04-08";3144
3145;Conta Corrente;"2022-04-09";3145
3146;Conta Corrente;"2022-11-06";3146
3147;Conta Corrente;"2019-06-09";3147
3148;Conta Corrente;"2018-02-19";3148
3149;Conta Corrente;"2020-08-30";3149
3150;Conta Corrente;"2018-12-16";3150
3151;Conta Corrente;"2021-04-06";3151
3152;Conta Corrente;"2018-03-03";3152
3153;Conta Corrente;"2020-03-17";3153
3154;Conta Corrente;"2021-07-10";3154
3155;Conta Corrente;"2020-12-19";3155
3156;Conta Corrente;"2020-10-24";3156
3157;Conta Corrente;"2018-05-12";3157
3158;Conta Corrente;"2019-07-29";3158
3159;Conta Corrente;"2021-03-14";3159
3160;Conta Corrente;"2022-10-14";3160
3161;Conta Corrente;"2020-10-29";3161
3162;Conta Corrente;"2022-07-13";3162
3163;Conta Corrente;"2021-12-03";3163
3164;Conta Corrente;"2022-11-26";3164
3165;Conta Corrente;"2019-07-17";3165
3166;Conta Corrente;"2021-05-20";3166
3167;Conta Corrente;"2018-01-22";3167
3168;Conta Corrente;"2019-08-04";3168
3169;Conta Corrente;"2022-11-25";3169
3170;Conta Corrente;"2020-12-02";3170
3171;Conta Corrente;"2019-05-11";3171
3172;Conta Corrente;"2020-07-11";3172
3173;Conta Corrente;"2020-04-04";3173
3174;Conta Corrente;"2021-11-13";3174
3175;Conta Corrente;"2019-10-29";3175
3176;Conta Corrente;"2019-07-25";3176
3177;Conta Corrente;"2021-10-01";3177
3178;Conta Corrente;"2021-03-19";3178
3179;Conta Corrente;"2019-08-25";3179
3180;Conta Corrente;"2019-06-13";3180
3181;Conta Corrente;"2022-02-14";3181
3182;Conta Corrente;"2022-11-10";3182
3183;Conta Corrente;"2019-07-26";3183
3184;Conta Corrente;"2019-05-14";3184
3185;Conta Corrente;"2021-06-01";3185
3186;Conta Corrente;"2022-06-26";3186
3187;Conta Corrente;"2022-02-16";3187
3188;Conta Corrente;"2021-09-23";3188
3189;Conta Corrente;"2019-02-02";3189
3190;Conta Corrente;"2020-05-11";3190
3191;Conta Corrente;"2021-07-19";3191
3192;Conta Corrente;"2021-11-13";3192
3193;Conta Corrente;"2019-12-04";3193
3194;Conta Corrente;"2020-07-02";3194
3195;Conta Corrente;"2021-10-20";3195
3196;Conta Corrente;"2021-05-31";3196
3197;Conta Corrente;"2018-12-02";3197
3198;Conta Corrente;"2021-10-24";3198
3199;Conta Corrente;"2022-12-15";3199
3200;Conta Corrente;"2018-11-07";3200
3201;Conta Corrente;"2019-10-07";3201
3202;Conta Corrente;"2019-05-07";3202
3203;Conta Corrente;"2021-04-29";3203
3204;Conta Corrente;"2021-12-21";3204
3205;Conta Corrente;"2018-03-31";3205
3206;Conta Corrente;"2018-03-09";3206
3207;Conta Corrente;"2018-07-27";3207
3208;Conta Corrente;"2021-12-12";3208
3209;Conta Corrente;"2021-05-08";3209
3210;Conta Corrente;"2020-03-02";3210
3211;Conta Corrente;"2018-06-05";3211
3212;Conta Corrente;"2020-07-03";3212
3213;Conta Corrente;"2020-01-22";3213
3214;Conta Corrente;"2019-12-11";3214
3215;Conta Corrente;"2021-10-27";3215
3216;Conta Corrente;"2018-07-05";3216
3217;Conta Corrente;"2019-06-17";3217
3218;Conta Corrente;"2020-12-24";3218
3219;Conta Corrente;"2022-03-10";3219
3220;Conta Corrente;"2020-07-01";3220
3221;Conta Corrente;"2018-05-17";3221
3222;Conta Corrente;"2020-10-07";3222
3223;Conta Corrente;"2019-05-27";3223
3224;Conta Corrente;"2020-03-31";3224
3225;Conta Corrente;"2018-04-20";3225
3226;Conta Corrente;"2018-03-27";3226
3227;Conta Corrente;"2018-09-11";3227
3228;Conta Corrente;"2019-03-03";3228
3229;Conta Corrente;"2021-12-30";3229
3230;Conta Corrente;"2018-09-07";3230
3231;Conta Corrente;"2019-12-21";3231
3232;Conta Corrente;"2018-10-17";3232
3233;Conta Corrente;"2019-12-24";3233
3234;Conta Corrente;"2018-05-01";3234
3235;Conta Corrente;"2022-09-19";3235
3236;Conta Corrente;"2020-03-05";3236
3237;Conta Corrente;"2018-06-19";3237
3238;Conta Corrente;"2018-04-27";3238
3239;Conta Corrente;"2019-02-26";3239
3240;Conta Corrente;"2021-10-07";3240
3241;Conta Corrente;"2020-06-08";3241
3242;Conta Corrente;"2019-07-13";3242
3243;Conta Corrente;"2019-04-21";3243
3244;Conta Corrente;"2022-06-12";3244
3245;Conta Corrente;"2021-06-04";3245
3246;Conta Corrente;"2018-02-26";3246
3247;Conta Corrente;"2022-11-27";3247
3248;Conta Corrente;"2022-10-31";3248
3249;Conta Corrente;"2021-02-01";3249
3250;Conta Corrente;"2022-02-15";3250
3251;Conta Corrente;"2020-05-13";3251
3252;Conta Corrente;"2021-05-30";3252
3253;Conta Corrente;"2019-12-04";3253
3254;Conta Corrente;"2021-09-18";3254
3255;Conta Corrente;"2018-09-10";3255
3256;Conta Corrente;"2020-03-05";3256
3257;Conta Corrente;"2021-11-25";3257
3258;Conta Corrente;"2019-05-03";3258
3259;Conta Corrente;"2021-04-18";3259
3260;Conta Corrente;"2020-12-06";3260
3261;Conta Corrente;"2019-12-20";3261
3262;Conta Corrente;"2018-04-19";3262
3263;Conta Corrente;"2021-09-04";3263
3264;Conta Corrente;"2021-11-24";3264
3265;Conta Corrente;"2018-07-30";3265
3266;Conta Corrente;"2021-06-04";3266
3267;Conta Corrente;"2019-02-08";3267
3268;Conta Corrente;"2018-12-29";3268
3269;Conta Corrente;"2021-09-11";3269
3270;Conta Corrente;"2020-03-17";3270
3271;Conta Corrente;"2022-09-16";3271
3272;Conta Corrente;"2019-03-02";3272
3273;Conta Corrente;"2021-09-09";3273
3274;Conta Corrente;"2019-01-17";3274
3275;Conta Corrente;"2018-08-23";3275
3276;Conta Corrente;"2020-02-23";3276
3277;Conta Corrente;"2019-02-25";3277
3278;Conta Corrente;"2018-07-31";3278
3279;Conta Corrente;"2020-01-05";3279
3280;Conta Corrente;"2022-03-10";3280
3281;Conta Corrente;"2022-08-28";3281
3282;Conta Corrente;"2022-04-30";3282
3283;Conta Corrente;"2020-08-19";3283
3284;Conta Corrente;"2019-08-12";3284
3285;Conta Corrente;"2021-01-28";3285
3286;Conta Corrente;"2021-04-11";3286
3287;Conta Corrente;"2021-09-26";3287
3288;Conta Corrente;"2020-01-04";3288
3289;Conta Corrente;"2022-07-24";3289
3290;Conta Corrente;"2020-01-24";3290
3291;Conta Corrente;"2022-11-21";3291
3292;Conta Corrente;"2019-07-25";3292
3293;Conta Corrente;"2020-04-23";3293
3294;Conta Corrente;"2021-08-06";3294
3295;Conta Corrente;"2018-06-30";3295
3296;Conta Corrente;"2020-11-02";3296
3297;Conta Corrente;"2020-01-21";3297
3298;Conta Corrente;"2019-07-20";3298
3299;Conta Corrente;"2021-10-13";3299
3300;Conta Corrente;"2018-10-14";3300
3301;Conta Corrente;"2021-09-16";3301
3302;Conta Corrente;"2021-07-11";3302
3303;Conta Corrente;"2019-11-25";3303
3304;Conta Corrente;"2020-06-07";3304
3305;Conta Corrente;"2022-07-10";3305
3306;Conta Corrente;"2020-06-28";3306
3307;Conta Corrente;"2022-07-13";3307
3308;Conta Corrente;"2018-09-15";3308
3309;Conta Corrente;"2021-01-08";3309
3310;Conta Corrente;"2019-07-30";3310
3311;Conta Corrente;"2022-11-05";3311
3312;Conta Corrente;"2020-09-16";3312
3313;Conta Corrente;"2018-12-08";3313
3314;Conta Corrente;"2020-07-06";3314
3315;Conta Corrente;"2022-04-09";3315
3316;Conta Corrente;"2021-12-17";3316
3317;Conta Corrente;"2018-10-27";3317
3318;Conta Corrente;"2021-01-15";3318
3319;Conta Corrente;"2019-01-02";3319
3320;Conta Corrente;"2018-06-01";3320
3321;Conta Corrente;"2018-02-19";3321
3322;Conta Corrente;"2018-12-04";3322
3323;Conta Corrente;"2019-12-06";3323
3324;Conta Corrente;"2020-05-25";3324
3325;Conta Corrente;"2022-06-22";3325
3326;Conta Corrente;"2020-05-16";3326
3327;Conta Corrente;"2018-04-09";3327
3328;Conta Corrente;"2019-07-24";3328
3329;Conta Corrente;"2021-11-15";3329
